Warning, this file was generated with a script to convert MCNP output to SCALE s
       238 number of neutron groups
        67   number of sensitivity profiles          67 are region integrated
  0.999910 +/-   0.000060  k-eff from the forward case
energy boundaries:
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  6.589445E-10  4.064639E-10  1.429955E-09  1.608028E-09
  1.263234E-09  8.909091E-10 -8.317673E-10 -1.422753E-09  1.243695E-09
  1.822097E-09 -2.094814E-09 -2.193727E-09 -1.125151E-09 -1.203087E-09
  7.976638E-10 -1.698981E-09 -2.406230E-09 -2.194200E-09 -8.547999E-10
 -2.810284E-09 -1.873340E-09 -2.152863E-09 -2.798583E-09 -2.471070E-09
 -1.838194E-09 -2.202886E-09 -2.196212E-09 -3.349041E-09 -3.506998E-09
  3.970779E-09  3.592129E-09  2.452096E-09  2.623701E-09  1.986850E-09
  8.671624E-10  1.617305E-09  7.861300E-10  1.835931E-09  1.271641E-09
  7.520708E-10  9.709841E-10  1.790712E-09  1.241533E-09  1.485866E-09
  1.106006E-09  1.057099E-09  5.464663E-10  7.766200E-10  7.412490E-10
  2.749330E-10  3.229440E-10 -3.578075E-10  2.823112E-10  2.025324E-10
  2.692939E-10  2.263220E-10  1.728764E-10  4.073871E-10  4.607248E-10
 -2.353752E-10  7.402413E-11  2.546740E-11  3.347265E-10  1.626341E-10
 -1.038501E-10  4.652499E-10  0.000000E+00  2.266138E-15  4.339959E-13
  4.028279E-10  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  9.109698E-12
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  3.009154E-13
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00
u-238        delayed,nu       92238    455
      0      0                                                  
  0.000000E+00  0.000000E+00      0      0
  1.403338E-04  5.289990E-09  1.403338E-04  0.000000E+00  0.000000E+00
  2.771100E-09  1.845500E-09  6.125600E-09  1.541200E-08  2.961400E-08
  3.751200E-07  1.134300E-06  4.480800E-06  1.029100E-05  6.469400E-06
  3.069900E-05  2.072900E-05  5.930000E-06  2.935000E-05  2.156600E-05
  4.547700E-06  1.164400E-06  6.859400E-07  6.158600E-07  3.071200E-07
  6.644500E-07  4.364100E-07  3.415600E-07  7.920000E-08  8.088600E-08
  3.554900E-08  7.809600E-08  8.245600E-08  4.660800E-08  4.280100E-09
  2.677700E-08  7.388500E-09  6.075400E-09  1.064400E-08  4.386600E-09
  3.825000E-09  2.536900E-09  2.427600E-09  6.756500E-09  3.228900E-09
  2.785400E-09  1.578400E-09  1.626900E-09  1.350500E-09  2.160700E-10
  2.303100E-11  9.626700E-11  3.274100E-11  3.406000E-10  2.802300E-10
  5.676900E-11  2.555400E-10  7.557800E-11  4.639600E-11  2.180100E-11
  4.806900E-11  3.537000E-12  1.501400E-11  1.991300E-12  1.002700E-13
  7.124400E-17  2.576800E-16  8.828100E-17  1.932600E-17  5.274800E-18
  1.179200E-17  8.703300E-18  4.267700E-18  3.079400E-14  1.274100E-14
  1.335400E-15  4.722500E-17  6.938000E-15  1.942000E-15  3.004600E-18
  3.404800E-17  1.124200E-17  0.000000E+00  3.042200E-15  0.000000E+00
  1.814900E-17  1.656600E-17  0.000000E+00  1.046300E-18  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  3.302800E-17  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00
  1.030572E-11  9.185054E-12  1.829717E-11  3.816011E-11  5.887263E-11
  2.261974E-10  3.357528E-10  9.588912E-10  1.523068E-09  1.132145E-09
  2.333124E-09  2.238732E-09  1.168210E-09  2.641500E-09  1.940940E-09
  7.640136E-10  2.689764E-10  1.817741E-10  1.194768E-10  7.033048E-11
  1.102987E-10  6.589791E-11  4.713528E-11  2.336400E-11  2.240542E-11
  1.425515E-11  1.499443E-11  1.360524E-11  7.830144E-12  1.579357E-12
  4.391428E-12  1.839736E-12  1.330513E-12  1.585956E-12  9.475056E-13
  8.262000E-13  6.773523E-13  4.928028E-13  7.972670E-13  4.391304E-13
  3.314626E-13  2.130840E-13  6.735366E-13  5.374990E-13  5.228894E-14
  1.239068E-14  3.831427E-14  2.311515E-14  1.675752E-13  3.155390E-13
  6.573850E-14  3.820323E-13  1.293140E-13  1.275426E-13  1.034239E-13
  1.881901E-13  1.761072E-14  1.171693E-13  1.143205E-14  6.643890E-16
  4.164924E-19  5.431894E-19  2.361517E-19  6.020049E-20  2.441177E-20
  4.536382E-20  4.600564E-20  3.279727E-20  2.031788E-16  1.243267E-16
  7.221843E-18  4.696054E-19  4.342494E-17  1.136264E-17  2.728477E-20
  2.185541E-19  7.909871E-20  0.000000E+00  3.025164E-17  0.000000E+00
  1.614717E-19  1.647323E-19  0.000000E+00  7.514527E-21  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  3.284304E-19  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00
u-238        elastic          92238      2
      0      0                                                  
  0.000000E+00  0.000000E+00      0      0
  6.281133E-03  3.649623E-06  6.505227E-03 -1.120470E-04  5.313129E-07
  9.453900E-07 -4.381800E-07 -5.991500E-07  6.764600E-06  3.974600E-06
 -6.864000E-06  1.625900E-05 -3.613000E-05  3.253000E-05  2.971100E-05
  1.488000E-05  1.119000E-04  1.057900E-05  3.161100E-04  1.498800E-04
  1.010000E-04  4.357400E-05  5.539800E-05  7.963200E-05  7.451900E-05
  1.688600E-04  1.961800E-04  1.282800E-04  5.844700E-05  3.673000E-05
 -2.198600E-05  1.423100E-04  2.186300E-04  3.133800E-04  5.421500E-05
  3.314700E-04  6.652000E-05  1.053700E-04  2.823400E-04  1.987800E-04
  1.321600E-04  1.699100E-04  1.530800E-04  4.414300E-04  4.049200E-04
  5.113500E-04  3.190300E-04  1.554800E-04  3.038600E-04  8.120000E-05
 -1.141400E-06 -2.614500E-05  2.076400E-05  4.507600E-06  1.440800E-05
  2.183700E-05  2.325700E-05  1.122100E-04  4.952200E-05  4.267600E-05
  3.447600E-05  1.673900E-05  7.079200E-06 -7.431900E-06  4.712000E-06
 -8.148400E-07 -9.889800E-07  5.639800E-06 -7.386000E-07 -3.608700E-07
 -9.621400E-07 -1.236500E-06 -1.700300E-06  4.029100E-06  5.514100E-06
 -1.166500E-06 -4.782200E-08  2.985300E-06  1.235400E-06 -3.418800E-08
 -4.951000E-07 -1.661100E-07 -7.647400E-10 -9.644000E-09 -1.586300E-06
 -2.472800E-07  0.000000E+00 -6.553500E-09  0.000000E+00 -6.328800E-07
 -1.530300E-09 -3.723700E-11  0.000000E+00 -5.214100E-08 -3.533300E-08
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00 -7.752900E-12
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00 -1.760700E-08
  0.000000E+00 -4.538000E-10  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00 -7.940500E-09  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00 -4.421500E-10  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00 -5.526900E-10
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00
  1.160277E-08 -2.512524E-09 -5.700912E-09  3.974879E-08  2.344617E-08
 -7.465286E-08  1.686383E-07 -2.261015E-07  4.852825E-07  3.654453E-07
  8.486808E-07  6.978084E-07  3.139212E-07  7.131442E-07  7.449036E-07
  4.415720E-07  2.533392E-07  2.870170E-07  3.964877E-07  3.271384E-07
  4.861479E-07  5.834393E-07  6.168985E-07  2.915921E-07  2.640520E-07
 -1.693582E-07  3.613251E-07  5.054726E-07  6.088973E-07  2.343172E-07
  6.771932E-07  4.092310E-07  4.251680E-07  6.906036E-07  5.601620E-07
  5.296973E-07  4.687817E-07  4.315325E-07  8.731485E-07  8.887994E-07
  9.730990E-07  9.848456E-07  5.715445E-07  6.982703E-07  5.345396E-07
 -2.332006E-07 -3.638861E-07  1.780305E-07  4.934334E-07  2.988507E-07
  1.644981E-07  2.714557E-07  4.161869E-07  2.603372E-07  3.196006E-07
  1.863773E-07  1.537979E-07  8.876609E-08 -8.550401E-08  7.744643E-08
 -1.009179E-08 -4.102981E-08  4.377049E-08 -1.692502E-08 -4.074222E-09
 -1.464858E-08 -8.040959E-09 -8.028817E-09  2.842127E-08  3.439696E-08
 -6.252440E-09 -2.980745E-10  2.848872E-08  1.856189E-08 -3.399655E-10
 -2.948816E-09 -8.381911E-10 -7.604575E-12 -9.589994E-11 -1.577417E-08
 -1.117706E-09  0.000000E+00 -6.516800E-11  0.000000E+00 -6.293359E-09
 -1.521730E-11 -3.702847E-13  0.000000E+00 -5.184901E-10 -3.513514E-10
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00 -7.709484E-14
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00 -1.750840E-10
  0.000000E+00 -4.512587E-12  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00 -7.896033E-11  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00 -4.396740E-12  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00 -5.495949E-12
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00
u-238        elastic-P1       10000    300
      0      0                                                  
  0.000000E+00  0.000000E+00      0      0
 -6.785412E-03  0.000000E+00  6.900805E-03  5.769654E-05  0.000000E+00
  0.000000E+00  0.000000E+00 -3.271944E-07  2.964228E-07 -3.141712E-05
 -1.043505E-04  4.836728E-05 -3.689648E-04 -4.113788E-04 -3.951191E-04
 -1.040357E-03 -7.816700E-04 -4.756824E-04 -3.157339E-04 -3.076751E-04
  5.925122E-06 -1.264459E-04  2.753734E-06 -1.244177E-04  2.905178E-07
 -1.465370E-04 -2.838960E-04 -2.157191E-04 -1.940591E-05 -1.829400E-05
 -1.981864E-05 -9.138481E-05 -1.866961E-04 -7.412822E-05 -5.109176E-05
 -1.576037E-04 -3.351646E-05 -3.043059E-05 -1.183402E-04 -7.181536E-05
 -8.657972E-05 -4.921085E-05 -2.227850E-05 -2.025547E-04 -1.276544E-04
 -1.426565E-04 -9.653168E-05 -5.202404E-05 -3.780262E-05 -7.812382E-06
 -2.637594E-06 -2.684469E-06  6.346325E-08 -4.577455E-06 -5.885690E-06
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
